"Data Source","World Development Indicators",

"Last Updated Date","2022-02-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Luxembourg","LUX","People using safely managed drinking water services, rural (% of rural population)","SH.H2O.SMDW.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","99.58130952","99.06866667","98.55730952","98.0472381","97.53845238","97.03095238","96.5247381","96.5247381","96.5247381",
"Luxembourg","LUX","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.3","1.2","1.1","1","0.9","0.8","0.8","0.7","0.7","0.6","0.6","0.6","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2",
"Luxembourg","LUX","Prevalence of anemia among women of reproductive age (% of women ages 15-49)","SH.ANM.ALLW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","8.7","8.6","8.6","8.6","8.6","8.6","8.7","8.7","8.8","8.8","8.9","9","9","9.2","9.3","9.5","9.7","10","10.2","",
"Luxembourg","LUX","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)","SG.DMK.ALLD.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.58668005466461","1.53575003147125","1.95493996143341","1.7804399728775","1.96802997589111","1.77743005752563","1.61185002326965","1.07454001903534","1.41833996772766","1.43809998035431","2.58100008964539","2.399090051651","3.2155499458313","3.34684991836548","2.87488007545471","2.60261011123657","2.43894004821777","","","","4.79001998901367","5.22104978561401","4.88459014892578","7.0386700630188","7.38089990615845","8.09228038787842","8.51562023162842","8.99351978302002","10.057149887085","9.81474018096924","10.2157697677612","11.8514699935913","12.186619758606","","","10.3311996459961","","10.6073398590088","","18.265209197998","","19.4321994781494","","","19.776309967041","19.5639305114746","19.1517696380615","18.5904693603516","18.4300003051758","",
"Luxembourg","LUX","Adolescents out of school, female (% of female lower secondary school age)","SE.SEC.UNER.LO.FE.ZS","","","","","","","","","","","","","14.4722995758057","14.7199602127075","11.2823095321655","11.5690002441406","11.088809967041","11.384349822998","","","","","14.5459299087524","15.4531898498535","13.1824598312378","","16.5128993988037","14.3295097351074","24.8194408416748","","","","","","","","","","","5.74972009658813","4.14715003967285","11.457070350647","12.4901695251465","11.9458303451538","13.8038702011108","3.88990998268127","3.83508992195129","3.39422988891602","1.9626100063324","","0.484180003404617","1.88094997406006","2.93321990966797","4.26534986495972","2.47350001335144","3.35448002815247","3.95760989189148","5.95698976516724","5.05190992355347","3.60725998878479","",
"Luxembourg","LUX","School enrollment, secondary, private (% of total secondary)","SE.SEC.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5006904602051","17.8779201507568","17.7884902954102","17.9211502075195","18.2567100524902","18.0385093688965","18.4359893798828","18.6333103179932","18.1109199523926","18.1580200195313","","17.716760635376","17.9285297393799","18.1273593902588","17.8376903533936","18.0342197418213","18.3532905578613","18.4491291046143","18.4999294281006","18.8044891357422","19.4021606445313","",
"Luxembourg","LUX","Secondary education, duration (years)","SE.SEC.DURS","","","","","","","","","","","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7",
"Luxembourg","LUX","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","1517","1756","1304","1445","1494","1687","1697","","","3006","2218","2242","2404","","2376","2809","2070","","","","","","","","","","","452","658","443","400","770","673","364","276","249","412","","936","1042","700","797","524","209","","","","","",
"Luxembourg","LUX","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","89.0101089477539","87.7133178710938","85.9203491210938","","","","84.1919174194336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.6996231079102","81.8046417236328","","","81.7859420776367","","","","",
"Luxembourg","LUX","Gross intake ratio in first grade of primary education, male (% of relevant age group)","SE.PRM.GINT.MA.ZS","","","","","","","","","","","","","","","","96.731","94.55128","89.77923","97.60101","92.90379","","","","89.66843","","","","","","","","","","","","","","","","","","97.97434","","","100.23498","96.66554","97.14094","102.11268","94.76318","","100.55793","94.11765","98.98891","98.03279","100.13167","101.11879","103.03822","106.43915","","","",
"Luxembourg","LUX","Trained teachers in preprimary education (% of total teachers)","SE.PRE.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Coverage of social safety net programs in 2nd quintile (% of population)","per_sa_allsa.cov_q2_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.969433","0.969639","0.984496","0.998828","1.004035","1.002861","0.991209","0.977714","0.967467","0.952492","0.944905","0.958046","0.945064","0.946059","0.965603","0.963143","0.946913","0.969755","0.958198","0.967497","0.977605","0.969149","0.974533","0.964711","0.973161","0.977016","0.963597","0.965991","0.936657","0.9597","0.963334",
"Luxembourg","LUX","Gross savings (% of GNI)","NY.GNS.ICTR.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.0451602308263","35.8670055617292","34.1973776799217","32.4671384103892","29.5039446237797","36.7329524895578","39.6187768909393","36.0969473514591","43.3495881024073","38.1744805443958","18.5070098345009","26.3913338589501","26.8385754185293","33.1298473110707","31.210485141541","33.2127828496684","27.6742599813427","29.5429531829441","30.293945719115","28.2584730766436","24.0500683141721","30.0487729178754",
"Luxembourg","LUX","GNI (current LCU)","NY.GNP.MKTP.CN","609862272","611257152","644898816","688534976","784014848","800734784","839189440","845894080","926400512","1074460288","1362533000","1393678000","1593704000","1920846000","2375964000","2358837000","2786159000","2918513000","3193699000","3476492000","3849585000","4264565000","5237139000","5905464000","6467868000","6906348000","7402244000","7786676000","8515038000","9626103000","10556518000","11764772000","12360109000","13390804000","13867603000","14842971000","15598668000","16764306000","16994102000","18954478000","20335908000","21269416000","21098713000","21234829000","25437258000","27577991000","27365806000","32002683000","31316583000","24904350000","28816900000","30725300000","35737800000","35222500000","37621300000","34842300000","37244300000","41632200000","42739000000","41512400000","45354700000",
"Luxembourg","LUX","Natural gas rents (% of GDP)","NY.GDP.NGAS.RT.ZS","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Luxembourg","LUX","Discrepancy in expenditure estimate of GDP (current LCU)","NY.GDP.DISC.CN","","","","","","","","","","","34035000","40814000","50954000","45714000","7854000","27397000","41216000","35876000","61442000","34458000","53743000","58785000","64607000","67710000","28908000","-33365000","8198000","4897000","-4900000","-16433000","-5856000","-19379000","27605000","33704000","14418000","0","0","0","-2000","1000","1000","0","0","0","0","-25000","0","0","0","0","0","0","1000","0","-1000","-1000","0","0","0","0","0",
"Luxembourg","LUX","Adjusted net national income (current US$)","NY.ADJ.NNTY.CD","","","","","","","","","","","747996222.983907","757503477.485961","1020491592.96242","1349984026.48592","1790404635.10677","1912854674.53928","2307210662.25119","2662589836.91792","3343301739.63227","3860562982.99039","4322247586.09508","3842001723.36593","4015351624.57982","4071424336.62293","3922295028.69078","4085694984.5297","5827570406.62482","7320021399.69356","8143577006.29523","8595416092.95479","11134922622.0276","12277463034.2394","13536519753.5186","13662587208.1478","14474993143.8539","17736474660.2971","17706832656.3123","16532369195.2578","16420209029.747","17684077286.7441","16400812845.1451","16630322855.5321","17541386307.5105","21136321034.1603","28207313778.1138","30742289897.6683","30321690931.8689","39074778774.3566","40148804752.8027","28336397642.0288","31956852008.7594","34307622820.0689","32436496780.4088","33986959563.8865","36289469027.2987","30750625390.0773","31438552616.1052","33586786082.2238","36613515951.2681","37453730644.5688","",
"Luxembourg","LUX","Adjusted savings: carbon dioxide damage (current US$)","NY.ADJ.DCO2.CD","","","","","","","","","","","36352295.7506851","37502373.952325","40892814.5526426","46309489.5434433","52493828.6305722","48200657.8540496","51981515.5908332","52100308.6335548","61822262.9252342","70046794.6064616","71029905.9029446","67972995.712884","69347521.3734784","68957810.3387722","78674987.5843303","85204648.7786957","87347578.9642036","88057079.2869176","96013942.1591115","110360800.831148","121245752.567026","136012271.197729","141652322.726769","151305453.094928","149258966.149033","127165311.356079","134334282.115255","131466990.402627","125954220.585126","136509721.38821","152980785.741739","170738774.169812","189755851.878861","207864382.956141","248323487.619836","268295767.532736","277788003.656789","283187482.805124","293028423.081203","286826655.336823","313135111.607433","324682665.0461","329017642.659637","324785876.640227","325157302.457431","321657821.209383","322817064.792959","327807977.014925","338987448.902991","346100478.736369","",
